     ,activation_hidden ,activation_out ,alpha ,batch_size ,epochs ,hidden_layer_sizes ,lambd  ,learning_rate ,learning_rate_init ,nesterov
 188 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,True
 189 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,True
 190 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.0005 ,False
 191 ,logistic          ,identity       ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0001 ,False
 192 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.0001 ,False
 193 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0001 ,False
 194 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
 195 ,tanh              ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,True
 196 ,tanh              ,identity       ,  0.5 ,      64.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,True
 197 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,False
 198 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0001 ,False
 199 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,False
 200 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,True
 201 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,False
 202 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.0001 ,False
 203 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,False
 204 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,False
 205 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,False
 206 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,True
 207 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,False
 208 ,logistic          ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.0005 ,False
 209 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0001 ,False
 210 ,tanh              ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,True
 211 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0001 ,False
 212 ,tanh              ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,True
 213 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.0001 ,False
 214 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,True
 215 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,False
 216 ,logistic          ,identity       ,  0.5 ,      64.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,True
 217 ,logistic          ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.0005 ,False
 218 ,logistic          ,identity       ,  0.5 ,      64.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,True
 219 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,True
 220 ,logistic          ,identity       ,  0.5 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,True
 221 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,False
 222 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0001 ,False
 223 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,False
 224 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,False
 225 ,logistic          ,identity       ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
 226 ,logistic          ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.0005 ,False
 227 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,False
 228 ,logistic          ,identity       ,  0.5 ,      64.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,True
 229 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,True
 230 ,tanh              ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,False
 231 ,logistic          ,identity       ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0001 ,False
 232 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
 233 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,False
 234 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,False
 235 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,True
 236 ,tanh              ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,False
 237 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,False
 238 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,True
 239 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0001 ,False
 240 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
 241 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,False
 242 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.0001 ,False
 243 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,False
 244 ,logistic          ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.0001 ,False
 245 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,False
 246 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.0001 ,False
 247 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
 248 ,logistic          ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,False
 249 ,logistic          ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.0005 ,False
 250 ,tanh              ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,False
 251 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,False
 252 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,False
 253 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,False
 254 ,logistic          ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.0001 ,False
 255 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,False
 256 ,tanh              ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,False
 257 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,False
 258 ,tanh              ,identity       ,  0.8 ,      64.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,False
 259 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,False
 260 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,True
 261 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0001 ,False
 262 ,logistic          ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0005 ,False
 263 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,True
 264 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,False
 265 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0001 ,False
 266 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0001 ,False
 267 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0005 ,False
 268 ,logistic          ,identity       ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
 269 ,tanh              ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,True
 270 ,tanh              ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
 271 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,False
 272 ,logistic          ,identity       ,  0.5 ,      64.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,True
 273 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.0001 ,False
 274 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,False
 275 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0001 ,False
 276 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
 277 ,tanh              ,identity       ,  0.8 ,      64.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,True
 278 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
 279 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0001 ,False
 280 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,False
 281 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,False
 282 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,False
 283 ,tanh              ,identity       ,  0.8 ,      64.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,False
 284 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,False
 285 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,False
 286 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,True
 287 ,logistic          ,identity       ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.0005 ,False
 288 ,tanh              ,identity       ,  0.8 ,      64.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,True
 289 ,logistic          ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,False
 290 ,logistic          ,identity       ,  0.5 ,      64.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,True
 291 ,tanh              ,identity       ,  0.0 ,      64.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
 292 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,True
 293 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.0005 ,False
 294 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,True
 295 ,tanh              ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,False
 296 ,logistic          ,identity       ,  0.5 ,      64.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,True
 297 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
 298 ,tanh              ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.0005 ,False
 299 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,False
 300 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,True
 301 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,False
 302 ,tanh              ,identity       ,  0.5 ,      64.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,True
 303 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,True
 304 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,False
 305 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,False
 306 ,tanh              ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
 307 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,False
 308 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0005 ,False
 309 ,logistic          ,identity       ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.0005 ,False
 310 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
 311 ,tanh              ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,False
 312 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
 313 ,logistic          ,identity       ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,False
 314 ,tanh              ,identity       ,  0.5 ,      64.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,True
 315 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
 316 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,False
 317 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,False
 318 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,False
 319 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,True
 320 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,False
 321 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,False
 322 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.0001 ,False
 323 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,False
 324 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,False
 325 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,False
 326 ,tanh              ,identity       ,  0.5 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,True
 327 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.0001 ,False
